SessionID;StudentLevel;Discipline;SessionDate;SessionLengthMin;TotalPrompts;TaskType;AI_AssistanceLevel;FinalOutcome;UsedAgain;SatisfactionRating
SESSION07390;Undergraduate;Business;21/09/2024;2626;7;Homework Help;3;Assignment Completed;VERDADERO;32
SESSION07391;Undergraduate;Math;05/04/2025;1102;3;Studying;3;Idea Drafted;VERDADERO;28
SESSION07392;Undergraduate;Computer Science;04/02/2025;1229;5;Writing;5;Assignment Completed;FALSO;39
SESSION07393;High School;Biology;25/01/2025;1869;8;Homework Help;4;Idea Drafted;VERDADERO;40
SESSION07394;Undergraduate;Computer Science;18/04/2025;198;1;Homework Help;1;Assignment Completed;FALSO;10
SESSION07395;Graduate;Math;02/10/2024;1433;4;Writing;2;Confused;VERDADERO;11
SESSION07396;Undergraduate;Engineering;06/05/2025;2815;8;Writing;3;Assignment Completed;VERDADERO;36
SESSION07397;Undergraduate;Computer Science;30/12/2024;1502;4;Coding;5;Idea Drafted;VERDADERO;47
SESSION07398;Undergraduate;Psychology;29/08/2024;1479;6;Writing;4;Confused;FALSO;48
SESSION07399;Graduate;Computer Science;23/09/2024;1718;6;Homework Help;3;Gave Up;VERDADERO;27
SESSION07400;Undergraduate;Engineering;05/07/2024;5089;18;Homework Help;4;Assignment Completed;VERDADERO;44
SESSION07401;Graduate;Computer Science;16/09/2024;1967;3;Writing;3;Assignment Completed;VERDADERO;26
SESSION07402;Graduate;Biology;07/10/2024;1475;4;Homework Help;4;Assignment Completed;VERDADERO;46
SESSION07403;Undergraduate;Biology;29/03/2025;356;1;Homework Help;3;Confused;VERDADERO;26
SESSION07404;High School;History;15/06/2025;1926;4;Writing;3;Idea Drafted;FALSO;27
SESSION07405;Undergraduate;Computer Science;27/04/2025;3422;7;Writing;4;Gave Up;VERDADERO;38
SESSION07406;Undergraduate;Computer Science;14/08/2024;1429;5;Homework Help;1;Assignment Completed;VERDADERO;10
SESSION07407;Undergraduate;History;12/07/2024;1413;3;Studying;3;Assignment Completed;VERDADERO;29
SESSION07408;Graduate;Psychology;12/08/2024;144;6;Writing;1;Idea Drafted;VERDADERO;22
SESSION07409;High School;Biology;19/01/2025;1057;3;Writing;2;Confused;FALSO;10
SESSION07410;Undergraduate;Math;16/10/2024;471;1;Homework Help;5;Gave Up;FALSO;50
SESSION07411;Graduate;Psychology;19/12/2024;2206;6;Coding;5;Assignment Completed;VERDADERO;42
SESSION07412;Undergraduate;Psychology;20/07/2024;6402;18;Coding;2;Confused;FALSO;21
SESSION07413;High School;Engineering;30/04/2025;3466;10;Writing;4;Confused;VERDADERO;44
SESSION07414;Graduate;Engineering;04/02/2025;962;2;Coding;3;Confused;FALSO;12
SESSION07415;Undergraduate;Business;04/05/2025;2437;6;Studying;2;Idea Drafted;VERDADERO;20
SESSION07416;Undergraduate;History;07/04/2025;1749;5;Homework Help;3;Confused;VERDADERO;32
SESSION07417;Graduate;Biology;29/04/2025;565;21;Coding;3;Assignment Completed;VERDADERO;38
SESSION07418;Undergraduate;Psychology;15/06/2025;1957;5;Writing;3;Assignment Completed;VERDADERO;36
SESSION07419;Graduate;Business;19/04/2025;2991;10;Homework Help;3;Confused;VERDADERO;24
SESSION07420;Graduate;Psychology;30/06/2024;4903;11;Writing;4;Idea Drafted;FALSO;31
SESSION07421;High School;Computer Science;29/07/2024;2056;7;Coding;4;Gave Up;VERDADERO;47
SESSION07422;Undergraduate;Business;17/12/2024;2842;8;Brainstorming;3;Gave Up;VERDADERO;25
SESSION07423;Undergraduate;Business;29/03/2025;1999;6;Studying;2;Confused;VERDADERO;10
SESSION07424;Undergraduate;Computer Science;26/08/2024;1495;3;Studying;5;Assignment Completed;VERDADERO;45
SESSION07425;Graduate;Business;26/08/2024;1768;5;Homework Help;3;Idea Drafted;VERDADERO;43
SESSION07426;Undergraduate;Psychology;08/03/2025;6458;14;Homework Help;4;Gave Up;VERDADERO;39
SESSION07427;Undergraduate;Computer Science;29/04/2025;4667;12;Studying;4;Idea Drafted;VERDADERO;36
SESSION07428;Undergraduate;Engineering;14/08/2024;2685;10;Writing;4;Assignment Completed;VERDADERO;49
SESSION07429;Undergraduate;Biology;15/10/2024;1964;7;Studying;5;Idea Drafted;VERDADERO;45
SESSION07430;High School;Engineering;14/07/2024;912;2;Studying;4;Idea Drafted;VERDADERO;23
SESSION07431;High School;Biology;01/06/2025;1103;2;Homework Help;2;Assignment Completed;VERDADERO;27
SESSION07432;Undergraduate;Psychology;15/11/2024;46;1;Writing;3;Idea Drafted;VERDADERO;27
SESSION07433;Undergraduate;Business;16/07/2024;2102;5;Studying;4;Assignment Completed;VERDADERO;46
SESSION07434;Undergraduate;History;11/12/2024;308;1;Coding;3;Assignment Completed;VERDADERO;28
SESSION07435;High School;Engineering;06/05/2025;5096;19;Writing;4;Idea Drafted;VERDADERO;32
SESSION07436;High School;Biology;31/05/2025;985;2;Homework Help;4;Idea Drafted;VERDADERO;49
SESSION07437;Undergraduate;Computer Science;31/03/2025;2267;4;Homework Help;2;Assignment Completed;FALSO;24
SESSION07438;Undergraduate;Math;01/12/2024;5984;12;Writing;1;Assignment Completed;VERDADERO;25
SESSION07439;Undergraduate;History;14/06/2025;1681;3;Writing;4;Idea Drafted;FALSO;39
SESSION07440;Undergraduate;Engineering;12/05/2025;1068;2;Coding;4;Assignment Completed;VERDADERO;40
SESSION07441;Undergraduate;Engineering;02/10/2024;988;2;Homework Help;4;Idea Drafted;FALSO;26
SESSION07442;Graduate;Business;07/03/2025;343;10;Research;2;Confused;FALSO;21
SESSION07443;Graduate;History;01/06/2025;2166;4;Writing;5;Assignment Completed;VERDADERO;50
SESSION07444;Graduate;Math;22/01/2025;118;2;Writing;4;Idea Drafted;VERDADERO;36
SESSION07445;Graduate;History;20/12/2024;2339;6;Coding;4;Assignment Completed;VERDADERO;42
SESSION07446;Undergraduate;Math;03/04/2025;6486;16;Coding;3;Idea Drafted;VERDADERO;33
SESSION07447;Undergraduate;Biology;21/04/2025;1252;3;Studying;4;Assignment Completed;VERDADERO;44
SESSION07448;Undergraduate;Computer Science;02/08/2024;22;1;Brainstorming;2;Idea Drafted;VERDADERO;29
SESSION07449;Undergraduate;Engineering;12/05/2025;305;14;Homework Help;4;Gave Up;VERDADERO;45
SESSION07450;Undergraduate;Psychology;15/06/2025;247;5;Writing;3;Idea Drafted;VERDADERO;34
SESSION07451;Undergraduate;Computer Science;25/12/2024;1322;6;Coding;2;Assignment Completed;FALSO;25
SESSION07452;Graduate;History;28/02/2025;1809;4;Studying;5;Idea Drafted;FALSO;50
SESSION07453;Undergraduate;Biology;26/02/2025;656;2;Studying;4;Idea Drafted;VERDADERO;40
SESSION07454;Undergraduate;Business;19/03/2025;1428;5;Writing;5;Assignment Completed;VERDADERO;39
SESSION07455;Undergraduate;History;02/01/2025;64;2;Research;5;Gave Up;FALSO;50
SESSION07456;Graduate;Biology;26/10/2024;201;1;Coding;3;Assignment Completed;VERDADERO;24
SESSION07457;Undergraduate;History;10/05/2025;2188;9;Studying;4;Assignment Completed;VERDADERO;43
SESSION07458;High School;Biology;03/10/2024;3082;8;Studying;4;Confused;FALSO;49
SESSION07459;Undergraduate;History;01/12/2024;624;2;Homework Help;3;Assignment Completed;FALSO;40
SESSION07460;Graduate;Psychology;04/08/2024;2857;9;Brainstorming;2;Idea Drafted;VERDADERO;18
SESSION07461;Undergraduate;Computer Science;20/02/2025;2099;6;Studying;2;Assignment Completed;VERDADERO;12
SESSION07462;High School;History;25/04/2025;1803;6;Homework Help;3;Idea Drafted;VERDADERO;15
SESSION07463;Undergraduate;Business;13/05/2025;2009;5;Brainstorming;4;Assignment Completed;VERDADERO;37
SESSION07464;High School;Math;12/02/2025;349;1;Studying;4;Idea Drafted;FALSO;30
SESSION07465;Undergraduate;Biology;22/06/2025;911;1;Studying;4;Gave Up;FALSO;47
SESSION07466;High School;History;24/05/2025;866;25;Writing;4;Assignment Completed;VERDADERO;30
SESSION07467;Undergraduate;Psychology;03/09/2024;1057;3;Coding;4;Assignment Completed;FALSO;44
SESSION07468;Undergraduate;Biology;18/06/2025;1729;4;Homework Help;4;Idea Drafted;VERDADERO;36
SESSION07469;Undergraduate;Engineering;04/10/2024;551;1;Brainstorming;4;Assignment Completed;FALSO;50
SESSION07470;Undergraduate;Biology;13/07/2024;3818;10;Studying;4;Confused;VERDADERO;43
SESSION07471;Graduate;Math;21/11/2024;2725;7;Writing;2;Idea Drafted;FALSO;24
SESSION07472;Graduate;History;10/11/2024;1374;3;Homework Help;5;Idea Drafted;VERDADERO;48
SESSION07473;High School;Math;27/02/2025;2128;4;Writing;5;Idea Drafted;VERDADERO;50
SESSION07474;Graduate;Math;20/01/2025;1724;4;Research;3;Assignment Completed;VERDADERO;36
SESSION07475;Graduate;Psychology;20/09/2024;594;20;Coding;5;Confused;VERDADERO;50
SESSION07476;Undergraduate;Biology;18/01/2025;4041;14;Studying;4;Assignment Completed;VERDADERO;23
SESSION07477;Undergraduate;Biology;28/05/2025;2734;9;Homework Help;5;Idea Drafted;VERDADERO;40
SESSION07478;Graduate;Biology;16/06/2025;1467;3;Writing;4;Idea Drafted;VERDADERO;49
SESSION07479;Undergraduate;Engineering;12/12/2024;208;1;Writing;5;Idea Drafted;VERDADERO;40
SESSION07480;Undergraduate;History;22/08/2024;1314;2;Studying;4;Assignment Completed;VERDADERO;36
SESSION07481;Graduate;Engineering;26/04/2025;955;4;Studying;3;Idea Drafted;VERDADERO;29
SESSION07482;Undergraduate;Computer Science;14/03/2025;2714;12;Homework Help;3;Assignment Completed;VERDADERO;31
SESSION07483;Undergraduate;Math;23/12/2024;2045;6;Writing;2;Assignment Completed;VERDADERO;24
SESSION07484;Undergraduate;Psychology;23/02/2025;2019;7;Writing;3;Confused;VERDADERO;28
SESSION07485;Undergraduate;Business;20/08/2024;851;3;Writing;2;Idea Drafted;VERDADERO;18
SESSION07486;Graduate;Math;02/11/2024;906;1;Coding;4;Confused;FALSO;37
SESSION07487;Undergraduate;Computer Science;06/01/2025;521;1;Homework Help;3;Idea Drafted;VERDADERO;29
SESSION07488;Undergraduate;Math;28/05/2025;2141;9;Writing;4;Idea Drafted;VERDADERO;47
SESSION07489;Undergraduate;History;20/06/2025;1043;3;Writing;4;Idea Drafted;FALSO;48
SESSION07490;High School;Engineering;18/07/2024;1029;2;Homework Help;3;Assignment Completed;VERDADERO;29
SESSION07491;Undergraduate;Math;01/09/2024;3048;6;Studying;4;Assignment Completed;VERDADERO;34
SESSION07492;Undergraduate;Business;23/08/2024;683;1;Writing;3;Idea Drafted;VERDADERO;38
SESSION07493;Undergraduate;Psychology;24/10/2024;210;7;Coding;5;Assignment Completed;VERDADERO;50
SESSION07494;Undergraduate;Math;11/02/2025;2953;6;Coding;4;Assignment Completed;VERDADERO;41
SESSION07495;High School;Computer Science;09/07/2024;2134;7;Homework Help;2;Assignment Completed;VERDADERO;26
SESSION07496;Undergraduate;Engineering;01/05/2025;2552;8;Coding;3;Assignment Completed;VERDADERO;23
SESSION07497;Undergraduate;Business;06/02/2025;1083;5;Brainstorming;1;Assignment Completed;VERDADERO;20
SESSION07498;Graduate;Engineering;23/04/2025;1374;3;Writing;2;Assignment Completed;VERDADERO;24
SESSION07499;High School;Computer Science;18/03/2025;2053;4;Studying;2;Idea Drafted;VERDADERO;10
SESSION07500;Graduate;Math;04/11/2024;1022;2;Coding;2;Assignment Completed;VERDADERO;25
SESSION07501;Undergraduate;Biology;20/11/2024;483;1;Writing;3;Idea Drafted;VERDADERO;33
SESSION07502;Graduate;Biology;24/11/2024;2499;8;Writing;4;Assignment Completed;VERDADERO;26
SESSION07503;Undergraduate;Computer Science;14/04/2025;2207;10;Coding;4;Idea Drafted;VERDADERO;37
SESSION07504;High School;Math;17/01/2025;2971;10;Coding;5;Assignment Completed;VERDADERO;50
SESSION07505;High School;Computer Science;11/10/2024;821;2;Coding;3;Assignment Completed;VERDADERO;35
SESSION07506;Undergraduate;Business;27/03/2025;3315;11;Studying;4;Confused;VERDADERO;50
SESSION07507;Undergraduate;Computer Science;30/09/2024;2287;4;Writing;4;Assignment Completed;VERDADERO;49
SESSION07508;Graduate;Computer Science;14/06/2025;448;2;Writing;5;Assignment Completed;VERDADERO;44
SESSION07509;Undergraduate;Psychology;06/01/2025;197;1;Writing;4;Idea Drafted;FALSO;37
SESSION07510;High School;Engineering;01/04/2025;1902;5;Studying;3;Assignment Completed;VERDADERO;39
SESSION07511;Graduate;Psychology;07/04/2025;120;2;Homework Help;3;Assignment Completed;VERDADERO;30
SESSION07512;High School;Biology;20/08/2024;1602;3;Research;3;Confused;FALSO;32
SESSION07513;High School;Math;28/09/2024;3403;13;Studying;4;Assignment Completed;VERDADERO;26
SESSION07514;Graduate;Computer Science;29/12/2024;969;3;Coding;5;Assignment Completed;VERDADERO;50
SESSION07515;Undergraduate;Math;28/09/2024;2169;5;Homework Help;3;Assignment Completed;VERDADERO;34
SESSION07516;Undergraduate;Psychology;22/02/2025;751;1;Studying;5;Gave Up;FALSO;48
SESSION07517;High School;History;04/09/2024;1038;4;Homework Help;3;Confused;FALSO;37
SESSION07518;Undergraduate;Computer Science;16/12/2024;231;1;Coding;3;Assignment Completed;VERDADERO;25
SESSION07519;Undergraduate;Engineering;01/02/2025;1786;5;Research;3;Idea Drafted;VERDADERO;29
SESSION07520;Undergraduate;History;18/04/2025;695;3;Homework Help;4;Assignment Completed;VERDADERO;32
SESSION07521;Undergraduate;Math;24/06/2025;1456;2;Coding;3;Assignment Completed;VERDADERO;38
SESSION07522;Undergraduate;History;23/07/2024;17;1;Writing;4;Idea Drafted;VERDADERO;31
SESSION07523;Undergraduate;Biology;28/04/2025;1308;3;Homework Help;3;Confused;VERDADERO;22
SESSION07524;Undergraduate;Engineering;04/09/2024;2707;5;Coding;4;Confused;FALSO;27
SESSION07525;Undergraduate;Business;01/08/2024;1362;5;Studying;5;Idea Drafted;FALSO;50
SESSION07526;Undergraduate;Biology;13/08/2024;378;8;Coding;5;Confused;FALSO;50
SESSION07527;Graduate;Computer Science;26/07/2024;1138;2;Research;4;Confused;FALSO;44
SESSION07528;Graduate;Computer Science;27/07/2024;676;2;Coding;3;Assignment Completed;VERDADERO;29
SESSION07529;Undergraduate;Biology;12/07/2024;144;6;Writing;4;Assignment Completed;VERDADERO;28
SESSION07530;Undergraduate;Math;09/08/2024;188;5;Homework Help;5;Idea Drafted;VERDADERO;50
SESSION07531;High School;Business;16/01/2025;1182;2;Writing;3;Idea Drafted;FALSO;34
SESSION07532;Undergraduate;History;18/12/2024;4164;9;Writing;4;Assignment Completed;VERDADERO;34
SESSION07533;Undergraduate;Biology;09/01/2025;2838;7;Research;2;Confused;FALSO;15
SESSION07534;Graduate;Psychology;10/07/2024;1382;4;Coding;3;Assignment Completed;VERDADERO;21
SESSION07535;Graduate;Business;23/09/2024;1181;2;Research;4;Idea Drafted;VERDADERO;43
SESSION07536;High School;Math;21/03/2025;2847;6;Studying;3;Assignment Completed;VERDADERO;50
SESSION07537;Undergraduate;Biology;05/11/2024;4866;10;Studying;3;Assignment Completed;VERDADERO;25
SESSION07538;Undergraduate;History;18/03/2025;183;3;Studying;3;Confused;FALSO;46
SESSION07539;High School;Computer Science;24/01/2025;1683;5;Writing;4;Assignment Completed;VERDADERO;36
SESSION07540;Undergraduate;Business;02/12/2024;2477;10;Studying;1;Assignment Completed;VERDADERO;11
SESSION07541;Graduate;Business;03/05/2025;1626;5;Writing;3;Confused;VERDADERO;44
SESSION07542;Undergraduate;Psychology;15/06/2025;2132;5;Coding;4;Assignment Completed;VERDADERO;33
SESSION07543;Undergraduate;History;08/04/2025;2759;6;Research;4;Idea Drafted;VERDADERO;50
SESSION07544;Undergraduate;Business;17/02/2025;1194;2;Writing;4;Assignment Completed;VERDADERO;46
SESSION07545;Graduate;Computer Science;13/07/2024;2257;5;Coding;5;Assignment Completed;VERDADERO;45
SESSION07546;Undergraduate;History;11/03/2025;814;2;Writing;5;Idea Drafted;VERDADERO;45
SESSION07547;High School;Biology;14/06/2025;127;3;Writing;3;Assignment Completed;VERDADERO;41
SESSION07548;Undergraduate;History;04/06/2025;4127;12;Coding;3;Idea Drafted;VERDADERO;25
SESSION07549;Undergraduate;History;08/06/2025;1376;6;Studying;5;Assignment Completed;VERDADERO;50
SESSION07550;High School;Biology;22/07/2024;3227;6;Writing;1;Idea Drafted;FALSO;31
SESSION07551;Undergraduate;Engineering;17/12/2024;4567;13;Writing;3;Gave Up;FALSO;21
SESSION07552;Graduate;Math;22/05/2025;3604;7;Coding;3;Assignment Completed;FALSO;27
SESSION07553;High School;History;13/07/2024;1458;3;Research;2;Confused;FALSO;31
SESSION07554;Undergraduate;Business;25/05/2025;679;1;Studying;3;Idea Drafted;VERDADERO;34
SESSION07555;Undergraduate;Business;10/05/2025;2357;8;Coding;4;Confused;FALSO;45
SESSION07556;High School;History;29/12/2024;2424;5;Homework Help;2;Assignment Completed;VERDADERO;22
SESSION07557;Undergraduate;Psychology;15/10/2024;1446;3;Homework Help;4;Idea Drafted;FALSO;38
SESSION07558;Graduate;Biology;20/03/2025;1532;4;Writing;3;Gave Up;VERDADERO;34
SESSION07559;Undergraduate;Psychology;08/07/2024;636;3;Writing;4;Assignment Completed;VERDADERO;39
SESSION07560;Graduate;Business;29/04/2025;2941;8;Coding;4;Assignment Completed;VERDADERO;50
SESSION07561;Undergraduate;Computer Science;23/02/2025;2758;6;Studying;3;Idea Drafted;VERDADERO;41
SESSION07562;Undergraduate;Psychology;21/06/2025;1457;4;Coding;4;Assignment Completed;VERDADERO;31
SESSION07563;Undergraduate;Psychology;19/09/2024;499;1;Brainstorming;4;Idea Drafted;VERDADERO;37
SESSION07564;Undergraduate;Computer Science;11/02/2025;2583;9;Coding;3;Assignment Completed;VERDADERO;25
SESSION07565;Undergraduate;Business;21/08/2024;1271;2;Writing;3;Assignment Completed;VERDADERO;41
SESSION07566;High School;Engineering;07/11/2024;611;2;Homework Help;5;Idea Drafted;VERDADERO;46
SESSION07567;Undergraduate;Computer Science;03/08/2024;121;3;Writing;3;Assignment Completed;VERDADERO;31
SESSION07568;High School;Biology;07/02/2025;1625;6;Writing;4;Idea Drafted;VERDADERO;47
SESSION07569;Undergraduate;History;19/02/2025;1238;3;Writing;4;Assignment Completed;VERDADERO;47
SESSION07570;Undergraduate;Engineering;18/02/2025;123;1;Writing;3;Confused;FALSO;40
SESSION07571;Undergraduate;Math;29/09/2024;1023;2;Studying;5;Assignment Completed;VERDADERO;50
SESSION07572;Graduate;Psychology;20/03/2025;2285;9;Brainstorming;5;Confused;VERDADERO;49
SESSION07573;Undergraduate;Computer Science;08/11/2024;434;2;Homework Help;3;Idea Drafted;VERDADERO;25
SESSION07574;High School;History;01/09/2024;171;4;Homework Help;4;Assignment Completed;VERDADERO;38
SESSION07575;Undergraduate;Psychology;11/02/2025;474;1;Writing;3;Confused;FALSO;40
SESSION07576;Undergraduate;Psychology;25/10/2024;1022;5;Writing;4;Confused;FALSO;41
SESSION07577;Graduate;History;05/04/2025;2692;9;Studying;4;Assignment Completed;VERDADERO;50
SESSION07578;Undergraduate;Engineering;02/06/2025;2446;5;Homework Help;5;Confused;FALSO;41
SESSION07579;High School;Psychology;07/06/2025;1799;7;Writing;5;Confused;VERDADERO;50
SESSION07580;Undergraduate;Computer Science;16/04/2025;1447;6;Studying;3;Assignment Completed;VERDADERO;31
SESSION07581;Undergraduate;Engineering;05/08/2024;2331;5;Writing;4;Assignment Completed;VERDADERO;30
SESSION07582;Undergraduate;Business;01/01/2025;1707;4;Coding;4;Assignment Completed;VERDADERO;50
SESSION07583;Undergraduate;Computer Science;02/08/2024;658;1;Studying;4;Assignment Completed;VERDADERO;46
SESSION07584;Undergraduate;Business;30/08/2024;1693;5;Writing;2;Confused;FALSO;14
SESSION07585;Undergraduate;History;31/08/2024;407;1;Homework Help;4;Idea Drafted;VERDADERO;28
SESSION07586;Undergraduate;Computer Science;18/08/2024;2127;6;Research;2;Assignment Completed;VERDADERO;29
SESSION07587;High School;Business;10/06/2025;1349;3;Research;3;Assignment Completed;VERDADERO;31
SESSION07588;Undergraduate;Business;01/01/2025;1262;4;Writing;4;Assignment Completed;VERDADERO;44
SESSION07589;Undergraduate;Engineering;21/11/2024;3187;10;Coding;5;Assignment Completed;VERDADERO;50
SESSION07590;Undergraduate;History;10/04/2025;3354;13;Homework Help;3;Assignment Completed;VERDADERO;37
SESSION07591;Undergraduate;Math;30/09/2024;2127;4;Studying;4;Assignment Completed;FALSO;46
SESSION07592;Undergraduate;Engineering;29/09/2024;718;2;Coding;5;Assignment Completed;FALSO;41
SESSION07593;Graduate;Psychology;17/09/2024;1164;2;Homework Help;2;Assignment Completed;VERDADERO;20
SESSION07594;Undergraduate;Biology;26/01/2025;81;3;Coding;4;Assignment Completed;VERDADERO;20
SESSION07595;High School;Biology;17/12/2024;1115;2;Coding;3;Assignment Completed;VERDADERO;21
SESSION07596;Undergraduate;Engineering;02/09/2024;776;3;Coding;4;Assignment Completed;VERDADERO;38
SESSION07597;Undergraduate;Psychology;26/08/2024;538;2;Studying;2;Idea Drafted;FALSO;25
SESSION07598;High School;Math;02/07/2024;2837;10;Studying;2;Idea Drafted;VERDADERO;12
SESSION07599;Graduate;Psychology;11/11/2024;1321;4;Brainstorming;3;Gave Up;VERDADERO;36
SESSION07600;Undergraduate;Engineering;22/05/2025;3073;6;Brainstorming;4;Confused;FALSO;48
SESSION07601;High School;Math;14/10/2024;1291;2;Studying;3;Confused;FALSO;25
SESSION07602;High School;Biology;21/08/2024;3456;11;Writing;4;Idea Drafted;VERDADERO;43
SESSION07603;Undergraduate;Business;19/08/2024;2203;4;Coding;2;Assignment Completed;VERDADERO;21
SESSION07604;Graduate;History;06/08/2024;595;1;Writing;3;Idea Drafted;VERDADERO;25
SESSION07605;Undergraduate;Business;16/11/2024;3165;11;Homework Help;4;Assignment Completed;FALSO;50
SESSION07606;Graduate;Business;31/08/2024;1205;4;Writing;4;Assignment Completed;VERDADERO;47
SESSION07607;High School;Business;17/11/2024;1209;3;Writing;4;Assignment Completed;VERDADERO;27
SESSION07608;High School;Computer Science;14/03/2025;2845;10;Writing;4;Assignment Completed;VERDADERO;46
SESSION07609;Undergraduate;Psychology;26/10/2024;2572;7;Homework Help;3;Confused;FALSO;36
SESSION07610;Graduate;Computer Science;17/03/2025;1148;3;Writing;4;Idea Drafted;VERDADERO;46
SESSION07611;High School;History;04/05/2025;2251;8;Writing;3;Idea Drafted;VERDADERO;25
SESSION07612;Graduate;Business;03/10/2024;582;2;Coding;4;Assignment Completed;VERDADERO;41
SESSION07613;Undergraduate;Psychology;08/02/2025;658;1;Studying;4;Confused;FALSO;50
SESSION07614;Undergraduate;Business;31/05/2025;2052;4;Coding;4;Assignment Completed;VERDADERO;29
SESSION07615;High School;Engineering;01/03/2025;3115;7;Studying;3;Confused;FALSO;32
SESSION07616;Undergraduate;Business;19/11/2024;1391;3;Research;5;Confused;FALSO;50
SESSION07617;Undergraduate;History;20/05/2025;2328;7;Homework Help;5;Assignment Completed;VERDADERO;45
SESSION07618;Undergraduate;Business;06/09/2024;1302;4;Studying;1;Assignment Completed;VERDADERO;13
SESSION07619;Undergraduate;Psychology;11/06/2025;1637;4;Homework Help;3;Confused;FALSO;30
SESSION07620;Undergraduate;Computer Science;07/09/2024;1937;5;Coding;3;Confused;FALSO;35
SESSION07621;Graduate;Engineering;07/04/2025;6395;23;Coding;2;Idea Drafted;VERDADERO;25
SESSION07622;Graduate;Psychology;05/04/2025;1203;2;Homework Help;3;Confused;FALSO;32
SESSION07623;High School;Biology;24/06/2024;1496;3;Homework Help;3;Idea Drafted;VERDADERO;31
SESSION07624;Undergraduate;Business;19/03/2025;3046;6;Homework Help;4;Assignment Completed;VERDADERO;31
SESSION07625;Undergraduate;Business;19/01/2025;4661;13;Coding;4;Assignment Completed;VERDADERO;48
SESSION07626;High School;Business;07/05/2025;2641;9;Homework Help;2;Assignment Completed;VERDADERO;16
SESSION07627;High School;Computer Science;07/09/2024;745;21;Brainstorming;3;Gave Up;FALSO;28
SESSION07628;Graduate;Psychology;10/09/2024;587;2;Homework Help;4;Idea Drafted;VERDADERO;38
SESSION07629;Undergraduate;Math;14/10/2024;2318;6;Coding;4;Confused;VERDADERO;24
SESSION07630;Graduate;Computer Science;16/10/2024;47;1;Coding;2;Idea Drafted;FALSO;15
SESSION07631;Undergraduate;Business;19/10/2024;1635;4;Writing;3;Idea Drafted;VERDADERO;31
SESSION07632;High School;Engineering;12/12/2024;924;3;Studying;3;Assignment Completed;VERDADERO;18
SESSION07633;Undergraduate;Computer Science;30/05/2025;444;1;Brainstorming;4;Idea Drafted;VERDADERO;22
SESSION07634;Graduate;Computer Science;10/06/2025;1104;2;Coding;4;Assignment Completed;VERDADERO;43
SESSION07635;Undergraduate;Computer Science;13/05/2025;4712;10;Research;3;Confused;FALSO;33
SESSION07636;High School;Psychology;01/07/2024;1843;4;Homework Help;4;Assignment Completed;VERDADERO;31
SESSION07637;High School;Computer Science;20/10/2024;5146;21;Brainstorming;4;Assignment Completed;FALSO;33
SESSION07638;High School;Business;05/01/2025;1612;4;Coding;4;Assignment Completed;FALSO;44
SESSION07639;High School;History;16/05/2025;2797;7;Studying;5;Gave Up;FALSO;50
SESSION07640;Undergraduate;Engineering;11/01/2025;1192;3;Writing;4;Assignment Completed;VERDADERO;44
SESSION07641;Undergraduate;Psychology;03/01/2025;1528;3;Studying;4;Gave Up;VERDADERO;30
SESSION07642;Undergraduate;History;07/01/2025;2095;4;Research;2;Gave Up;VERDADERO;10
SESSION07643;High School;Computer Science;11/02/2025;9;1;Studying;3;Assignment Completed;VERDADERO;19
SESSION07644;Undergraduate;Computer Science;04/02/2025;708;1;Coding;3;Gave Up;FALSO;31
SESSION07645;High School;Psychology;17/06/2025;127;4;Writing;2;Assignment Completed;VERDADERO;25
SESSION07646;Undergraduate;Computer Science;30/10/2024;1971;9;Studying;2;Confused;VERDADERO;14
SESSION07647;Undergraduate;Engineering;28/06/2024;1603;3;Writing;3;Idea Drafted;VERDADERO;38
SESSION07648;Undergraduate;Computer Science;07/10/2024;2143;4;Studying;3;Idea Drafted;VERDADERO;10
SESSION07649;Graduate;Business;21/12/2024;3985;10;Homework Help;4;Confused;VERDADERO;41
SESSION07650;Undergraduate;History;02/07/2024;1318;3;Research;4;Idea Drafted;VERDADERO;44
SESSION07651;Undergraduate;Biology;02/05/2025;1304;3;Coding;4;Assignment Completed;FALSO;35
SESSION07652;Undergraduate;Math;27/08/2024;2645;8;Homework Help;5;Confused;FALSO;42
SESSION07653;Undergraduate;Psychology;28/06/2024;2269;10;Writing;5;Idea Drafted;VERDADERO;46
SESSION07654;Undergraduate;Biology;24/05/2025;1809;4;Coding;4;Assignment Completed;FALSO;38
SESSION07655;High School;Computer Science;16/11/2024;2462;11;Writing;3;Gave Up;VERDADERO;37
SESSION07656;Undergraduate;Biology;17/02/2025;827;1;Coding;3;Assignment Completed;VERDADERO;26
SESSION07657;Undergraduate;Biology;16/03/2025;1461;3;Writing;3;Assignment Completed;VERDADERO;23
SESSION07658;Graduate;Biology;17/11/2024;519;1;Studying;2;Idea Drafted;FALSO;29
SESSION07659;Graduate;History;17/04/2025;2018;6;Research;4;Idea Drafted;VERDADERO;48
SESSION07660;High School;Biology;07/01/2025;1428;3;Studying;3;Assignment Completed;VERDADERO;38
SESSION07661;Undergraduate;Biology;16/03/2025;2096;4;Homework Help;4;Assignment Completed;VERDADERO;50
SESSION07662;Undergraduate;Computer Science;06/11/2024;303;1;Studying;5;Confused;FALSO;35
SESSION07663;Undergraduate;Engineering;21/07/2024;51;1;Writing;3;Assignment Completed;VERDADERO;38
